label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
fist,0.6023831963539124,0.5417823791503906,-4.956598900207609e-07,0.5505807399749756,0.510688304901123,-0.018143007531762123,0.5021435618400574,0.4594256579875946,-0.03191961348056793,0.48808541893959045,0.39854609966278076,-0.04838891327381134,0.5179886817932129,0.36383700370788574,-0.059337910264730453,0.5243561863899231,0.3740507960319519,0.003261013189330697,0.5038242340087891,0.32836103439331055,-0.0322200171649456,0.5018821954727173,0.3798848092556,-0.047597844153642654,0.512862503528595,0.40190446376800537,-0.05123627185821533,0.5579834580421448,0.3687148690223694,-0.0002681681071408093,0.5368019938468933,0.3478046953678131,-0.03522634878754616,0.541283905506134,0.41224148869514465,-0.036994848400354385,0.5552322268486023,0.42150217294692993,-0.02842840552330017,0.5926141738891602,0.3705029785633087,-0.011134072206914425,0.5707697868347168,0.3630039095878601,-0.0455191545188427,0.572953462600708,0.4254470467567444,-0.03474806994199753,0.585354208946228,0.43594399094581604,-0.0171949565410614,0.6272798180580139,0.3791944980621338,-0.024062756448984146,0.6036468744277954,0.373764306306839,-0.037754375487565994,0.6010996103286743,0.41980889439582825,-0.027059921994805336,0.6104351282119751,0.4316142499446869,-0.013508659787476063
fist,0.6011662483215332,0.5198773145675659,-4.822522328140622e-07,0.5455289483070374,0.4925011992454529,-0.017759989947080612,0.4949009120464325,0.4474560022354126,-0.03066011518239975,0.4765658676624298,0.3930976092815399,-0.04538688063621521,0.4983042776584625,0.353701651096344,-0.05428943410515785,0.5099495053291321,0.35072460770606995,0.002398307900875807,0.48684218525886536,0.33303165435791016,-0.030711272731423378,0.4957820177078247,0.3893621265888214,-0.046433236449956894,0.5090611577033997,0.3976565897464752,-0.05249397084116936,0.5423376560211182,0.33958935737609863,-0.0012248452985659242,0.520035445690155,0.33573833107948303,-0.03469441086053848,0.5314754843711853,0.39933300018310547,-0.03655952215194702,0.5444510579109192,0.40051716566085815,-0.029367653653025627,0.5767404437065125,0.3360937535762787,-0.011723622679710388,0.55442875623703,0.3439546525478363,-0.04240269586443901,0.5627652406692505,0.4044697880744934,-0.029806723818182945,0.5742634534835815,0.40704551339149475,-0.013022498227655888,0.6120699048042297,0.34108594059944153,-0.024822542443871498,0.5882680416107178,0.3516581654548645,-0.03665591776371002,0.591170608997345,0.3934188187122345,-0.0262813251465559,0.6016451716423035,0.3939180374145508,-0.014068225398659706
fist,0.6001376509666443,0.5137682557106018,-4.777608637596131e-07,0.5423624515533447,0.48822760581970215,-0.017923127859830856,0.4894164502620697,0.4429720640182495,-0.030185727402567863,0.4707215130329132,0.38305047154426575,-0.04416179656982422,0.4953789710998535,0.3434976041316986,-0.05226100608706474,0.5048189759254456,0.3536457121372223,0.002503767376765609,0.48014312982559204,0.32737594842910767,-0.02864653803408146,0.4912726879119873,0.38551315665245056,-0.042508263140916824,0.5065877437591553,0.3945696949958801,-0.04786042869091034,0.5378358364105225,0.3393672704696655,-0.0006677496712654829,0.5136913061141968,0.3289848566055298,-0.032910339534282684,0.5278481245040894,0.39288410544395447,-0.033770833164453506,0.5425230264663696,0.3947445750236511,-0.026158159598708153,0.5722576975822449,0.33303317427635193,-0.010617162100970745,0.5486804246902466,0.3351322114467621,-0.040611475706100464,0.5589661002159119,0.3965509235858917,-0.027949677780270576,0.5720741152763367,0.4003241956233978,-0.01131514087319374,0.6073551177978516,0.33580541610717773,-0.023142270743846893,0.5826290845870972,0.3452971875667572,-0.035838283598423004,0.5869749188423157,0.3880905210971832,-0.02647271938621998,0.5988307595252991,0.390398770570755,-0.015002289786934853
fist,0.6013030409812927,0.521212100982666,-4.171290584054077e-07,0.543341875076294,0.4921918511390686,-0.0186238344758749,0.4907568395137787,0.4441704750061035,-0.029136570170521736,0.4672319293022156,0.3827161490917206,-0.04129476845264435,0.48897531628608704,0.3417351245880127,-0.04742218554019928,0.5083557963371277,0.3689529299736023,0.008056546561419964,0.48782414197921753,0.33307695388793945,-0.02099118009209633,0.49484652280807495,0.3867247402667999,-0.03326239064335823,0.5064045786857605,0.3987531363964081,-0.03712217137217522,0.5392373204231262,0.3569578528404236,0.006817484274506569,0.5179453492164612,0.3335166871547699,-0.023993324488401413,0.529481053352356,0.39684247970581055,-0.025578150525689125,0.5424360036849976,0.39998388290405273,-0.018003299832344055,0.5733219385147095,0.3493030071258545,-0.0014457086799666286,0.5515172481536865,0.33696842193603516,-0.03163420036435127,0.5606375336647034,0.39805907011032104,-0.02087956666946411,0.573732852935791,0.40314817428588867,-0.004467213526368141,0.6092081069946289,0.3479647636413574,-0.012004053220152855,0.5851369500160217,0.33874112367630005,-0.024899350479245186,0.5877323150634766,0.38196253776550293,-0.015387151390314102,0.598892867565155,0.38839587569236755,-0.003258868819102645
fist,0.6040400266647339,0.5384286642074585,-4.0935958622867474e-07,0.5434735417366028,0.5072898864746094,-0.019509093835949898,0.4898644685745239,0.45825743675231934,-0.029144786298274994,0.4671472907066345,0.39236459136009216,-0.04016510024666786,0.4923706650733948,0.35588639974594116,-0.045065462589263916,0.5059981942176819,0.37727946043014526,0.013084026984870434,0.49268433451652527,0.3380008041858673,-0.01350936759263277,0.4999011754989624,0.38962242007255554,-0.026239659637212753,0.5078917145729065,0.40465840697288513,-0.0304213035851717,0.5407714247703552,0.3649316728115082,0.013441256247460842,0.5266355276107788,0.33868899941444397,-0.013675822876393795,0.5370473265647888,0.40089505910873413,-0.01687641255557537,0.544593095779419,0.40770119428634644,-0.011172760277986526,0.5774362087249756,0.3592319190502167,0.0067865909077227116,0.5622406005859375,0.34253251552581787,-0.020440254360437393,0.5696091651916504,0.4020276963710785,-0.01143088098615408,0.5765231251716614,0.41215431690216064,0.0033909836784005165,0.6140337586402893,0.3611585199832916,-0.002114627743139863,0.5963258147239685,0.3484393060207367,-0.012193787842988968,0.5967788100242615,0.39101555943489075,-0.002411079593002796,0.6027783751487732,0.4020310342311859,0.009722685441374779
fist,0.591239869594574,0.5514025688171387,-5.588773319686879e-07,0.5321256518363953,0.5181314945220947,-0.016244713217020035,0.47861048579216003,0.46283861994743347,-0.02538573555648327,0.46558666229248047,0.3935675621032715,-0.03729696571826935,0.4990447461605072,0.36508646607398987,-0.043046705424785614,0.5067957043647766,0.37667903304100037,0.014871599152684212,0.4973869323730469,0.33620402216911316,-0.014771930873394012,0.5015650391578674,0.39539504051208496,-0.030464457347989082,0.5104265809059143,0.4140898585319519,-0.036632150411605835,0.5426086783409119,0.3676854074001312,0.012289192527532578,0.5318173170089722,0.3426752984523773,-0.016897117719054222,0.5388344526290894,0.4091365933418274,-0.02034219168126583,0.5467070937156677,0.41867804527282715,-0.01504927035421133,0.5789008736610413,0.36366701126098633,0.002382066799327731,0.5674619078636169,0.3404141366481781,-0.02587270364165306,0.5699045658111572,0.4046538770198822,-0.015307013876736164,0.5758100748062134,0.41977936029434204,0.0003695292107295245,0.615923285484314,0.36713480949401855,-0.009966367855668068,0.6028696894645691,0.34820565581321716,-0.019971482455730438,0.5986513495445251,0.39369845390319824,-0.009289595298469067,0.6027633547782898,0.40736478567123413,0.0031153594609349966
fist,0.5823457837104797,0.5579958558082581,-5.16212082857237e-07,0.5271282196044922,0.5248095393180847,-0.02374185621738434,0.474045068025589,0.46499601006507874,-0.035372041165828705,0.46068888902664185,0.3937494158744812,-0.04719671234488487,0.4972100853919983,0.3697803020477295,-0.05249430611729622,0.5075348615646362,0.38766396045684814,0.002836796920746565,0.5038754343986511,0.34557434916496277,-0.024094710126519203,0.5060997009277344,0.40516170859336853,-0.03792666271328926,0.5105600953102112,0.41799062490463257,-0.04437154158949852,0.5444049835205078,0.3820168673992157,0.004735845141112804,0.5407240390777588,0.3510310649871826,-0.021441921591758728,0.5431313514709473,0.4168405532836914,-0.023999743163585663,0.5443453192710876,0.423598974943161,-0.019997647032141685,0.5802413821220398,0.3812912702560425,-0.00028311528149060905,0.5773608684539795,0.3510374426841736,-0.02644483931362629,0.5758330225944519,0.41150525212287903,-0.01626983843743801,0.5756157040596008,0.4243774116039276,-0.002441770164296031,0.614298403263092,0.3863288164138794,-0.008036484941840172,0.6098471283912659,0.3610456585884094,-0.01806734688580036,0.6032984852790833,0.4031367897987366,-0.008363123051822186,0.6014401912689209,0.41769519448280334,0.0023619886487722397
fist,0.5732142925262451,0.560985267162323,-4.987301167602709e-07,0.5169172286987305,0.5249239802360535,-0.017007822170853615,0.4662771224975586,0.46956688165664673,-0.026564043015241623,0.4526784121990204,0.40486326813697815,-0.03824102506041527,0.4839078485965729,0.3801673352718353,-0.045080095529556274,0.4975157678127289,0.38866665959358215,0.009629316627979279,0.49491775035858154,0.3449625074863434,-0.016079606488347054,0.49708038568496704,0.3978693187236786,-0.031802233308553696,0.5024177432060242,0.4260716438293457,-0.038221631199121475,0.5364236235618591,0.38205939531326294,0.008531124331057072,0.5326496958732605,0.3551000952720642,-0.016697879880666733,0.5350983738899231,0.4167959690093994,-0.02292647399008274,0.5381819009780884,0.44220930337905884,-0.020152587443590164,0.5746110677719116,0.3812352120876312,0.0014114069053903222,0.5690759420394897,0.3592779040336609,-0.02286924235522747,0.5683384537696838,0.41618525981903076,-0.015956375747919083,0.5686400532722473,0.44474077224731445,-0.003270413028076291,0.6103066802024841,0.3883027136325836,-0.00789341889321804,0.6036626100540161,0.365739107131958,-0.017746619880199432,0.596618115901947,0.40763574838638306,-0.008410378359258175,0.5949341058731079,0.4320032000541687,0.003244300838559866
fist,0.5716106295585632,0.5726265907287598,-5.432991088127892e-07,0.5123510956764221,0.5340243577957153,-0.01728297956287861,0.4608688950538635,0.47117024660110474,-0.027700604870915413,0.4489210546016693,0.3996827304363251,-0.04070833697915077,0.48512014746665955,0.3837273418903351,-0.04837935417890549,0.4931735396385193,0.39452654123306274,0.009074464440345764,0.48826414346694946,0.34883052110671997,-0.018749963492155075,0.4926891624927521,0.4065271019935608,-0.03232064098119736,0.5000972747802734,0.4320179522037506,-0.03694773465394974,0.5301055312156677,0.39039885997772217,0.006246478296816349,0.5231225490570068,0.35626503825187683,-0.022918639704585075,0.5286846160888672,0.4218198359012604,-0.026183705776929855,0.5345229506492615,0.4408533573150635,-0.020569197833538055,0.5668058395385742,0.3903910219669342,-0.0032077236101031303,0.5584054589271545,0.36304956674575806,-0.031015239655971527,0.5596213936805725,0.42422544956207275,-0.02099575102329254,0.5625106692314148,0.44556617736816406,-0.00577471312135458,0.6026067733764648,0.3976813852787018,-0.014986880123615265,0.5926678776741028,0.3739938735961914,-0.02396288327872753,0.5869734883308411,0.41759032011032104,-0.012473245151340961,0.587339460849762,0.43657511472702026,-4.632132549886592e-05
fist,0.5708476305007935,0.5719494223594666,-5.356537826628482e-07,0.5125448107719421,0.5342494249343872,-0.01889762282371521,0.4608464539051056,0.4736350476741791,-0.02963438257575035,0.44892260432243347,0.40066322684288025,-0.04242872819304466,0.4820499122142792,0.3771120309829712,-0.04979163780808449,0.4957132935523987,0.3930734694004059,0.008626928552985191,0.49530306458473206,0.3544602394104004,-0.01610666885972023,0.49782904982566833,0.40988773107528687,-0.028852568939328194,0.5018885135650635,0.4349750876426697,-0.03388972207903862,0.5336537957191467,0.3890940546989441,0.007467381656169891,0.5300441980361938,0.3604139983654022,-0.018171649426221848,0.534122884273529,0.42314156889915466,-0.022247161716222763,0.5364358425140381,0.44320106506347656,-0.01876729354262352,0.5703049898147583,0.39081263542175293,-0.00010930708231171593,0.5655509233474731,0.3625044524669647,-0.026224570348858833,0.5659834742546082,0.4200538992881775,-0.018531421199440956,0.5651424527168274,0.4448401927947998,-0.00565332779660821,0.6056987643241882,0.3995719254016876,-0.009995242580771446,0.6008318662643433,0.3702768087387085,-0.0207208339124918,0.596121072769165,0.40951183438301086,-0.01192422490566969,0.5938934683799744,0.431465744972229,-0.0013637159718200564
